affiliation,level,season,number
BAL,MLB,1990,1
BAL,MLB,1991,1
BAL,MLB,1992,1
BAL,MLB,1993,1
BAL,MLB,1994,1
BAL,MLB,1995,1
BAL,MLB,1996,1
BAL,MLB,1997,1
BAL,MLB,1998,1
BAL,MLB,1999,1
BAL,MLB,2000,1
BAL,MLB,2001,1
BAL,MLB,2002,1
BAL,MLB,2003,1
ARI,FRk,2002,1
ARI,FRk,2001,1
ARI,FRk,1999,1
BAL,Rk,1964,1
BAL,Rk,1966,1
BAL,Rk,1967,1
BAL,Rk,1968,1
BAL,Rk,1969,1
BAL,Rk,1970,1
BAL,Rk,1971,1
BAL,Rk,1972,1
BAL,Rk,1973,1
BAL,Rk,1974,1
BAL,Rk,1975,1
BAL,Rk,1976,1
BAL,Rk,1977,1
BAL,Rk,1978,1
BAL,Rk,1979,1
BAL,Rk,1980,1
BAL,Rk,1981,1
BAL,Rk,1982,1
BAL,Rk,1983,1
BAL,Rk,1984,1
BAL,Rk,1965,1
BAL,Rk,1963,1
ARI,FRk,1998,1
BAL,Other,1997,1
ARI,AAA,2021,1
ARI,AAA,2019,1
ARI,AAA,2018,1
ARI,AAA,2017,1
ARI,AAA,2016,1
ARI,AAA,2015,1
ARI,AAA,2014,1
ARI,AAA,2013,1
ARI,AAA,2012,1
ARI,AAA,2011,1
ARI,AAA,2010,1
ARI,AAA,2009,1
BAL,Other,1969,1
BAL,Other,1970,1
BAL,Other,1971,1
BAL,Other,1972,1
BAL,Other,1973,1
BAL,Other,1976,1
BAL,Other,1977,1
BAL,MLB,1984,1
BAL,MLB,1982,1
BAL,Rk,1986,1
BAL,MLB,1924,1
BAL,MLB,1915,1
BAL,MLB,1916,1
BAL,MLB,1917,1
BAL,MLB,1918,1
BAL,MLB,1919,1
BAL,MLB,1920,1
BAL,MLB,1921,1
BAL,MLB,1922,1
BAL,MLB,1923,1
BAL,MLB,1925,1
BAL,MLB,1981,1
BAL,MLB,1926,1
BAL,MLB,1927,1
BAL,MLB,1928,1
BAL,MLB,1929,1
BAL,MLB,1930,1
BAL,MLB,1931,1
BAL,MLB,1932,1
BAL,MLB,1933,1
BAL,MLB,1934,1
BAL,MLB,1914,1
BAL,MLB,1913,1
BAL,MLB,1912,1
BAL,MLB,1911,1
BAL,FRk,1999,1
BAL,FRk,2000,1
BAL,FRk,2001,1
BAL,FRk,2007,1
BAL,FRk,2008,1
BAL,FRk,2011,1
BAL,FRk,2012,1
BAL,FRk,2017,1
BAL,FRk,2018,1
BAL,MLB,1901,1
BAL,MLB,1902,1
BAL,MLB,1903,1
BAL,MLB,1904,1
BAL,MLB,1905,1
BAL,MLB,1906,1
BAL,MLB,1907,1
BAL,MLB,1908,1
BAL,MLB,1909,1
BAL,MLB,1910,1
BAL,MLB,1935,1
BAL,MLB,1936,1
BAL,MLB,1937,1
BAL,MLB,1960,1
BAL,MLB,1962,1
BAL,MLB,1963,1
BAL,MLB,1964,1
BAL,MLB,1965,1
BAL,MLB,1966,1
BAL,MLB,1967,1
BAL,MLB,1968,1
BAL,MLB,1969,1
BAL,MLB,1970,1
BAL,MLB,1971,1
BAL,MLB,1972,1
BAL,MLB,1973,1
BAL,MLB,1974,1
BAL,MLB,1975,1
BAL,MLB,1976,1
BAL,MLB,1977,1
BAL,MLB,1978,1
BAL,MLB,1979,1
BAL,MLB,1980,1
BAL,MLB,1961,1
BAL,MLB,1959,1
BAL,MLB,1938,1
BAL,MLB,1958,1
BAL,MLB,1939,1
BAL,MLB,1940,1
BAL,MLB,1941,1
BAL,MLB,1942,1
BAL,MLB,1943,1
BAL,MLB,1944,1
BAL,MLB,1945,1
BAL,MLB,1946,1
BAL,MLB,1947,1
BAL,MLB,1948,1
BAL,MLB,1949,1
BAL,MLB,1950,1
BAL,MLB,1951,1
BAL,MLB,1952,1
BAL,MLB,1953,1
BAL,MLB,1954,1
BAL,MLB,1955,1
BAL,MLB,1956,1
BAL,MLB,1957,1
BAL,Rk,1985,1
BAL,Rk,1987,1
BOS,AA,1968,1
BOS,A-,1988,1
BOS,A-,1979,1
BOS,A-,1980,1
BOS,A-,1981,1
BOS,A-,1982,1
BOS,A-,1983,1
BOS,A-,1984,1
BOS,A-,1985,1
BOS,A-,1986,1
BOS,A-,1987,1
BOS,A-,1989,1
BOS,A+,2007,1
BOS,A-,1990,1
BOS,A-,1991,1
BOS,A-,1992,1
BOS,A-,1993,1
BOS,A-,1994,1
BOS,A-,1995,1
BOS,A-,1996,1
BOS,A-,1997,1
BOS,A-,1998,1
BOS,A-,1978,1
BOS,A-,1977,1
BOS,A-,1976,1
BOS,A-,1975,1
BOS,A+,2009,1
BOS,A+,2010,1
BOS,A+,2011,1
BOS,A+,2012,1
BOS,A+,2013,1
BOS,A+,2014,1
BOS,A+,2015,1
BOS,A+,2016,1
BOS,A+,2017,1
BOS,A+,2018,1
BOS,A+,2019,1
BOS,A+,2021,1
BOS,A-,1968,1
BOS,A-,1969,1
BOS,A-,1970,1
BOS,A-,1971,1
BOS,A-,1972,1
BOS,A-,1973,1
BOS,A-,1974,1
BOS,A-,1999,1
BOS,A-,2000,1
BOS,A-,2001,1
BOS,AA,1940,1
BOS,AA,1942,1
BOS,AA,1943,1
BOS,AA,1944,1
BOS,AA,1945,1
BOS,AA,1946,1
BOS,AA,1947,1
BOS,AA,1948,1
BOS,AA,1949,1
BOS,AA,1950,1
BOS,AA,1951,1
BOS,AA,1952,1
BOS,AA,1956,1
BOS,AA,1957,1
BOS,AA,1958,1
BOS,AA,1963,1
BOS,AA,1964,1
BOS,AA,1965,1
BOS,AA,1966,1
BOS,AA,1967,1
BOS,AA,1941,1
BOS,AA,1939,1
BOS,A-,2002,1
BOS,AA,1938,1
BOS,A-,2003,1
BOS,A-,2004,1
BOS,A-,2005,1
BOS,A-,2006,1
BOS,A-,2007,1
BOS,A-,2008,1
BOS,A-,2009,1
BOS,A-,2010,1
BOS,A-,2011,1
BOS,A-,2012,1
BOS,A-,2013,1
BOS,A-,2014,1
BOS,A-,2015,1
BOS,A-,2016,1
BOS,A-,2017,1
BOS,A-,2018,1
BOS,A-,2019,1
BOS,AA,1934,1
BOS,AA,1935,1
BOS,A+,2008,1
BOS,A+,2006,1
BAL,Rk,1988,1
BOS,A,1951,1
BOS,A,1942,1
BOS,A,1943,1
BOS,A,1944,1
BOS,A,1945,1
BOS,A,1946,1
BOS,A,1947,1
BOS,A,1948,1
BOS,A,1949,1
BOS,A,1950,1
BOS,A,1952,1
BOS,A+,2005,1
BOS,A,1953,1
BOS,A,1954,1
BOS,A,1955,1
BOS,A,1956,1
BOS,A,1957,1
BOS,A,1958,1
BOS,A,1959,1
BOS,A,1960,1
BOS,A,1961,1
BOS,A,1941,1
BOS,A,1940,1
BOS,A,1939,1
BOS,A,1938,1
BAL,Rk,1989,1
BAL,Rk,1990,1
BAL,Rk,2004,1
BAL,Rk,2005,1
BAL,Rk,2006,1
BAL,Rk,2011,1
BAL,Rk,2012,1
BAL,Rk,2013,1
BAL,Rk,2014,1
BAL,Rk,2015,1
BAL,Rk,2016,1
BAL,Rk,2017,1
BAL,Rk,2018,1
BAL,Rk,2019,1
BOS,A,1933,1
BOS,A,1934,1
BOS,A,1935,1
BOS,A,1936,1
BOS,A,1937,1
BOS,A,1962,1
ARI,AAA,2008,1
ARI,AAA,2007,1
BOS,A,2010,1
BOS,A,2012,1
BOS,A,2013,1
BOS,A,2014,1
BOS,A,2015,1
BOS,A,2016,1
BOS,A,2017,1
BOS,A,2018,1
BOS,A,2019,1
BOS,A,2021,1
BOS,A+,1995,1
BOS,A+,1996,1
BOS,A+,1997,1
BOS,A+,1998,1
BOS,A+,1999,1
BOS,A+,2000,1
BOS,A+,2001,1
BOS,A+,2002,1
BOS,A+,2003,1
BOS,A+,2004,1
BOS,A,2011,1
BOS,A,2009,1
ARI,AAA,2006,1
BOS,A,2008,1
ARI,AAA,2005,1
ARI,AAA,2004,1
ARI,AAA,2003,1
ARI,AAA,2002,1
ARI,AAA,2001,1
ARI,AAA,2000,1
BOS,A,1995,1
BOS,A,1996,1
BOS,A,1997,1
BOS,A,1998,1
BOS,A,1999,1
BOS,A,2000,1
BOS,A,2001,1
BOS,A,2002,1
BOS,A,2003,1
BOS,A,2004,1
BOS,A,2005,1
BOS,A,2006,1
BOS,A,2007,1
CLE,A+,2015,1
CLE,A+,2017,1
MIN,AAA,2013,1
KCR,MLB,2006,1
KCR,MLB,1997,1
KCR,MLB,1998,1
KCR,MLB,1999,1
KCR,MLB,2000,1
KCR,MLB,2001,1
KCR,MLB,2002,1
KCR,MLB,2003,1
KCR,MLB,2004,1
KCR,MLB,2005,1
KCR,MLB,2007,1
KCR,MLB,2018,1
KCR,MLB,2008,1
KCR,MLB,2009,1
KCR,MLB,2010,1
KCR,MLB,2011,1
KCR,MLB,2012,1
KCR,MLB,2013,1
KCR,MLB,2014,1
KCR,MLB,2015,1
KCR,MLB,2016,1
KCR,MLB,1996,1
KCR,MLB,1995,1
KCR,MLB,1994,1
KCR,MLB,1993,1
KCR,MLB,1974,1
KCR,MLB,1975,1
KCR,MLB,1976,1
KCR,MLB,1977,1
KCR,MLB,1978,1
KCR,MLB,1979,1
KCR,MLB,1980,1
KCR,MLB,1981,1
KCR,MLB,1982,1
KCR,MLB,1983,1
KCR,MLB,1984,1
KCR,MLB,1985,1
KCR,MLB,1986,1
KCR,MLB,1987,1
KCR,MLB,1988,1
KCR,MLB,1989,1
KCR,MLB,1990,1
KCR,MLB,1991,1
KCR,MLB,1992,1
KCR,MLB,2017,1
KCR,MLB,2019,1
KCR,AA,2009,1
ANA,MLB,1995,1
KCR,Rk,1994,1
KCR,Rk,1995,1
KCR,Rk,1996,1
KCR,Rk,1997,1
KCR,Rk,1998,1
KCR,Rk,1999,1
KCR,Rk,2000,1
KCR,Rk,2001,1
KCR,Rk,2002,1
ANA,MLB,1994,1
KCR,MLB,2020,1
ANA,MLB,1993,1
ANA,MLB,1992,1
ANA,MLB,1991,1
ANA,MLB,1990,1
ANA,MLB,1989,1
ANA,MLB,1988,1
ANA,MLB,1987,1
ANA,MLB,1986,1
ANA,MLB,1985,1
KCR,Rk,1993,1
KCR,Rk,1992,1
KCR,Rk,1991,1
KCR,Rk,1990,1
KCR,MLB,2021,1
KCR,Other,1970,1
KCR,Other,1973,1
KCR,Other,1976,1
KCR,Other,1977,1
KCR,Other,1997,1
KCR,Rk,1969,1
ANA,MLB,1998,1
ANA,MLB,1997,1
ANA,MLB,1996,1
KCR,Rk,1975,1
KCR,Rk,1976,1
KCR,Rk,1977,1
KCR,Rk,1978,1
KCR,Rk,1985,1
KCR,Rk,1986,1
KCR,Rk,1987,1
KCR,Rk,1988,1
KCR,Rk,1989,1
KCR,MLB,1973,1
KCR,MLB,1972,1
KCR,MLB,1971,1
KCR,AAA,1991,1
KCR,AAA,1982,1
KCR,AAA,1983,1
KCR,AAA,1984,1
KCR,AAA,1985,1
KCR,AAA,1986,1
KCR,AAA,1987,1
KCR,AAA,1988,1
KCR,AAA,1989,1
KCR,AAA,1990,1
KCR,AAA,1992,1
KCR,MLB,1970,1
KCR,AAA,1993,1
KCR,AAA,1994,1
KCR,AAA,1995,1
KCR,AAA,1996,1
KCR,AAA,1997,1
KCR,AAA,1998,1
KCR,AAA,1999,1
KCR,AAA,2000,1
KCR,AAA,2001,1
KCR,AAA,1981,1
KCR,AAA,1980,1
KCR,AAA,1979,1
KCR,AAA,1978,1
KCR,AA,2011,1
KCR,AA,2012,1
KCR,AA,2013,1
KCR,AA,2014,1
KCR,AA,2015,1
KCR,AA,2016,1
KCR,AA,2017,1
KCR,AA,2018,1
KCR,AA,2019,1
KCR,AA,2021,1
KCR,AAA,1969,1
KCR,AAA,1970,1
KCR,AAA,1971,1
KCR,AAA,1972,1
KCR,AAA,1973,1
KCR,AAA,1974,1
KCR,AAA,1975,1
KCR,AAA,1976,1
KCR,AAA,1977,1
KCR,AAA,2002,1
KCR,AAA,2003,1
KCR,AAA,2004,1
KCR,FRk,1998,1
KCR,FRk,2000,1
KCR,FRk,2001,1
KCR,FRk,2002,1
KCR,FRk,2003,1
KCR,FRk,2004,1
KCR,FRk,2005,1
KCR,FRk,2006,1
KCR,FRk,2007,1
KCR,FRk,2008,1
KCR,FRk,2009,1
KCR,FRk,2010,1
KCR,FRk,2011,1
KCR,FRk,2012,1
KCR,FRk,2013,1
KCR,FRk,2014,1
KCR,FRk,2015,1
KCR,FRk,2016,1
KCR,FRk,2017,1
KCR,MLB,1969,1
KCR,FRk,1999,1
KCR,FRk,1997,1
KCR,AAA,2005,1
KCR,FRk,1996,1
KCR,AAA,2006,1
KCR,AAA,2007,1
KCR,AAA,2008,1
KCR,AAA,2009,1
KCR,AAA,2010,1
KCR,AAA,2011,1
KCR,AAA,2012,1
KCR,AAA,2013,1
KCR,AAA,2014,1
KCR,AAA,2015,1
KCR,AAA,2016,1
KCR,AAA,2017,1
KCR,AAA,2018,1
KCR,AAA,2019,1
KCR,AAA,2021,1
KCR,FRk,1992,1
KCR,FRk,1993,1
KCR,FRk,1994,1
KCR,FRk,1995,1
ANA,MLB,1984,1
LAD,A,1932,1
LAD,A,1933,1
LAD,AA,1998,1
LAD,AA,1989,1
LAD,AA,1990,1
LAD,AA,1991,1
LAD,AA,1992,1
LAD,AA,1993,1
LAD,AA,1994,1
LAD,AA,1995,1
LAD,AA,1996,1
LAD,AA,1997,1
LAD,AA,1999,1
LAD,AA,1964,1
LAD,AA,2000,1
LAD,AA,2001,1
LAD,AA,2002,1
LAD,AA,2003,1
LAD,AA,2004,1
LAD,AA,2005,1
LAD,AA,2006,1
LAD,AA,2007,1
LAD,AA,2008,1
LAD,AA,1988,1
LAD,AA,1987,1
LAD,AA,1986,1
LAD,AA,1985,1
LAD,AA,1966,1
LAD,AA,1967,1
LAD,AA,1968,1
LAD,AA,1969,1
LAD,AA,1970,1
LAD,AA,1971,1
LAD,AA,1972,1
LAD,AA,1973,1
LAD,AA,1974,1
LAD,AA,1975,1
LAD,AA,1976,1
LAD,AA,1977,1
LAD,AA,1978,1
LAD,AA,1979,1
LAD,AA,1980,1
LAD,AA,1981,1
LAD,AA,1982,1
LAD,AA,1983,1
LAD,AA,1984,1
LAD,AA,2009,1
LAD,AA,2010,1
LAD,AA,2011,1
LAD,AAA,1971,1
LAD,AAA,1973,1
LAD,AAA,1974,1
LAD,AAA,1975,1
LAD,AAA,1976,1
LAD,AAA,1977,1
LAD,AAA,1978,1
LAD,AAA,1979,1
LAD,AAA,1980,1
LAD,AAA,1981,1
LAD,AAA,1982,1
LAD,AAA,1983,1
LAD,AAA,1984,1
LAD,AAA,1985,1
LAD,AAA,1986,1
LAD,AAA,1987,1
LAD,AAA,1988,1
LAD,AAA,1989,1
LAD,AAA,1990,1
LAD,AAA,1991,1
LAD,AAA,1972,1
LAD,AAA,1970,1
LAD,AA,2012,1
LAD,AAA,1969,1
LAD,AA,2013,1
LAD,AA,2014,1
LAD,AA,2015,1
LAD,AA,2016,1
LAD,AA,2017,1
LAD,AA,2018,1
LAD,AA,2019,1
LAD,AA,2021,1
ANA,MLB,1979,1
ANA,MLB,1978,1
ANA,MLB,1977,1
ANA,MLB,1976,1
ANA,MLB,1975,1
LAD,AAA,1963,1
LAD,AAA,1964,1
LAD,AAA,1965,1
LAD,AAA,1966,1
LAD,AAA,1967,1
LAD,AAA,1968,1
LAD,AA,1965,1
LAD,AA,1963,1
LAD,A,1935,1
LAD,A,2021,1
LAD,A,2011,1
LAD,A,2012,1
LAD,A,2013,1
LAD,A,2014,1
LAD,A,2015,1
LAD,A,2016,1
LAD,A,2017,1
LAD,A,2018,1
LAD,A,2019,1
LAD,A+,2001,1
LAD,AA,1961,1
LAD,A+,2002,1
LAD,A+,2003,1
LAD,A+,2004,1
LAD,A+,2005,1
LAD,A+,2006,1
LAD,A+,2007,1
LAD,A+,2008,1
LAD,A+,2009,1
LAD,A+,2010,1
LAD,A,2010,1
LAD,A,2009,1
LAD,A,2008,1
LAD,A,2007,1
LAD,A,1938,1
LAD,A,1939,1
LAD,A,1940,1
ANA,MLB,1983,1
LAD,A,1959,1
LAD,A,1960,1
LAD,A,1961,1
LAD,A,1962,1
ANA,MLB,1982,1
ANA,MLB,1981,1
ANA,MLB,1980,1
LAD,A,1996,1
LAD,A,1997,1
LAD,A,2001,1
LAD,A,2002,1
LAD,A,2003,1
LAD,A,2004,1
LAD,A,2005,1
LAD,A,2006,1
LAD,A+,2011,1
LAD,A+,2012,1
LAD,A+,2013,1
LAD,A-,1992,1
LAD,A-,1994,1
LAD,A-,1995,1
LAD,A-,1996,1
LAD,A-,1997,1
LAD,A-,1998,1
LAD,A-,1999,1
LAD,A-,2000,1
LAD,AA,1932,1
LAD,AA,1935,1
LAD,AA,1937,1
LAD,AA,1939,1
LAD,AA,1940,1
LAD,AA,1941,1
LAD,AA,1942,1
LAD,AA,1943,1
LAD,AA,1956,1
LAD,AA,1958,1
LAD,AA,1959,1
LAD,AA,1960,1
LAD,A-,1993,1
LAD,A-,1991,1
LAD,A+,2014,1
LAD,A-,1990,1
LAD,A+,2015,1
LAD,A+,2016,1
LAD,A+,2017,1
LAD,A+,2018,1
LAD,A+,2019,1
LAD,A+,2021,1
LAD,A-,1966,1
LAD,A-,1967,1
LAD,A-,1968,1
LAD,A-,1969,1
LAD,A-,1970,1
LAD,A-,1971,1
LAD,A-,1972,1
LAD,A-,1973,1
LAD,A-,1974,1
LAD,A-,1975,1
LAD,A-,1976,1
LAD,A-,1988,1
LAD,A-,1989,1
KCR,AA,2010,1
KCR,AA,2008,1
HOU,A-,2019,1
HOU,FRk,2009,1
HOU,FRk,1992,1
HOU,FRk,1994,1
HOU,FRk,1995,1
HOU,FRk,1996,1
HOU,FRk,1997,1
HOU,FRk,1998,1
HOU,FRk,1999,1
HOU,FRk,2000,1
HOU,FRk,2001,1
HOU,FRk,2010,1
HOU,MLB,1966,1
HOU,FRk,2011,1
HOU,FRk,2012,1
HOU,FRk,2013,1
HOU,FRk,2018,1
HOU,FRk,2019,1
HOU,FRk,2021,1
HOU,MLB,1962,1
HOU,MLB,1963,1
HOU,MLB,1964,1
HOU,AAA,2021,1
HOU,AAA,2019,1
HOU,AAA,2018,1
HOU,AAA,2017,1
HOU,AAA,1998,1
HOU,AAA,1999,1
HOU,AAA,2000,1
HOU,AAA,2001,1
HOU,AAA,2002,1
HOU,AAA,2003,1
HOU,AAA,2004,1
HOU,AAA,2005,1
HOU,AAA,2006,1
HOU,AAA,2007,1
HOU,AAA,2008,1
HOU,AAA,2009,1
HOU,AAA,2010,1
HOU,AAA,2011,1
HOU,AAA,2012,1
HOU,AAA,2013,1
HOU,AAA,2014,1
HOU,AAA,2015,1
HOU,AAA,2016,1
HOU,MLB,1965,1
HOU,MLB,1967,1
KCR,AA,2007,1
HOU,MLB,2001,1
HOU,MLB,1992,1
HOU,MLB,1993,1
HOU,MLB,1994,1
HOU,MLB,1995,1
HOU,MLB,1996,1
HOU,MLB,1997,1
HOU,MLB,1998,1
HOU,MLB,1999,1
HOU,MLB,2000,1
HOU,MLB,2002,1
HOU,MLB,1968,1
HOU,MLB,2003,1
HOU,MLB,2004,1
HOU,MLB,2005,1
HOU,MLB,2006,1
HOU,MLB,2007,1
HOU,MLB,2008,1
HOU,MLB,2009,1
HOU,MLB,2010,1
HOU,MLB,2011,1
HOU,MLB,1991,1
HOU,MLB,1990,1
HOU,MLB,1989,1
HOU,MLB,1988,1
HOU,MLB,1969,1
HOU,MLB,1970,1
HOU,MLB,1971,1
HOU,MLB,1972,1
HOU,MLB,1973,1
HOU,MLB,1974,1
HOU,MLB,1975,1
HOU,MLB,1976,1
HOU,MLB,1977,1
HOU,MLB,1978,1
HOU,MLB,1979,1
HOU,MLB,1980,1
HOU,MLB,1981,1
HOU,MLB,1982,1
HOU,MLB,1983,1
HOU,MLB,1984,1
HOU,MLB,1985,1
HOU,MLB,1986,1
HOU,MLB,1987,1
HOU,AAA,1997,1
HOU,AAA,1996,1
HOU,AAA,1995,1
HOU,AA,1996,1
HOU,AA,1987,1
HOU,AA,1988,1
HOU,AA,1989,1
HOU,AA,1990,1
HOU,AA,1991,1
HOU,AA,1992,1
HOU,AA,1993,1
HOU,AA,1994,1
HOU,AA,1995,1
HOU,AA,1997,1
HOU,AAA,1994,1
HOU,AA,1998,1
HOU,AA,1999,1
HOU,AA,2000,1
HOU,AA,2001,1
HOU,AA,2002,1
HOU,AA,2003,1
HOU,AA,2004,1
HOU,AA,2005,1
HOU,AA,2006,1
HOU,AA,1986,1
HOU,AA,1985,1
HOU,AA,1984,1
HOU,AA,1983,1
HOU,AA,1964,1
HOU,AA,1965,1
HOU,AA,1966,1
HOU,AA,1967,1
HOU,AA,1968,1
HOU,AA,1969,1
HOU,AA,1970,1
HOU,AA,1971,1
HOU,AA,1972,1
HOU,AA,1973,1
HOU,AA,1974,1
HOU,AA,1975,1
HOU,AA,1976,1
HOU,AA,1977,1
HOU,AA,1978,1
HOU,AA,1979,1
HOU,AA,1980,1
HOU,AA,1981,1
HOU,AA,1982,1
HOU,AA,2007,1
HOU,AA,2008,1
HOU,AA,2009,1
HOU,AAA,1973,1
HOU,AAA,1975,1
HOU,AAA,1976,1
HOU,AAA,1977,1
HOU,AAA,1978,1
HOU,AAA,1979,1
HOU,AAA,1980,1
HOU,AAA,1981,1
HOU,AAA,1982,1
HOU,AAA,1983,1
HOU,AAA,1984,1
HOU,AAA,1985,1
HOU,AAA,1986,1
HOU,AAA,1987,1
HOU,AAA,1988,1
HOU,AAA,1989,1
HOU,AAA,1990,1
HOU,AAA,1991,1
HOU,AAA,1992,1
HOU,AAA,1993,1
HOU,AAA,1974,1
HOU,AAA,1972,1
HOU,AA,2010,1
HOU,AAA,1971,1
HOU,AA,2011,1
HOU,AA,2012,1
HOU,AA,2013,1
HOU,AA,2014,1
HOU,AA,2015,1
HOU,AA,2016,1
HOU,AA,2017,1
HOU,AA,2018,1
HOU,AA,2019,1
HOU,AA,2021,1
HOU,AAA,1962,1
HOU,AAA,1963,1
HOU,AAA,1964,1
HOU,AAA,1965,1
HOU,AAA,1966,1
HOU,AAA,1967,1
HOU,AAA,1968,1
HOU,AAA,1969,1
HOU,AAA,1970,1
HOU,MLB,2012,1
HOU,MLB,2013,1
HOU,MLB,2014,1
KCR,A-,1984,1
KCR,A+,2012,1
KCR,A+,2013,1
KCR,A+,2014,1
KCR,A+,2015,1
KCR,A+,2016,1
KCR,A+,2017,1
KCR,A+,2018,1
KCR,A+,2019,1
KCR,A+,2021,1
KCR,A-,1985,1
KCR,A,2018,1
KCR,A-,1986,1
KCR,A-,1987,1
KCR,A-,1988,1
KCR,A-,1989,1
KCR,A-,1990,1
KCR,A-,1991,1
KCR,A-,1992,1
KCR,A-,1993,1
KCR,A-,1994,1
KCR,A+,2011,1
KCR,A+,2010,1
KCR,A+,2009,1
KCR,A+,2008,1
KCR,A,2021,1
KCR,A+,1990,1
KCR,A+,1991,1
KCR,A+,1992,1
KCR,A+,1993,1
KCR,A+,1994,1
KCR,A+,1995,1
KCR,A+,1996,1
KCR,A+,1997,1
KCR,A+,1998,1
KCR,A+,1999,1
KCR,A+,2000,1
KCR,A+,2001,1
KCR,A+,2002,1
KCR,A+,2003,1
KCR,A+,2004,1
KCR,A+,2005,1
KCR,A+,2006,1
KCR,A+,2007,1
KCR,A-,1995,1
KCR,A-,1996,1
KCR,A-,1997,1
KCR,AA,1986,1
KCR,AA,1988,1
KCR,AA,1989,1
KCR,AA,1990,1
KCR,AA,1991,1
KCR,AA,1992,1
KCR,AA,1993,1
KCR,AA,1994,1
KCR,AA,1995,1
KCR,AA,1996,1
KCR,AA,1997,1
KCR,AA,1998,1
KCR,AA,1999,1
KCR,AA,2000,1
KCR,AA,2001,1
KCR,AA,2002,1
KCR,AA,2003,1
KCR,AA,2004,1
KCR,AA,2005,1
KCR,AA,2006,1
KCR,AA,1987,1
KCR,AA,1985,1
KCR,A-,1998,1
KCR,AA,1984,1
KCR,A-,1999,1
KCR,A-,2000,1
KCR,A-,2001,1
KCR,A-,2002,1
KCR,AA,1969,1
KCR,AA,1970,1
KCR,AA,1971,1
KCR,AA,1972,1
KCR,AA,1973,1
KCR,AA,1974,1
KCR,AA,1975,1
KCR,AA,1976,1
KCR,AA,1977,1
KCR,AA,1978,1
KCR,AA,1979,1
KCR,AA,1980,1
KCR,AA,1981,1
KCR,AA,1982,1
KCR,AA,1983,1
KCR,A,2019,1
KCR,A,2017,1
HOU,MLB,2015,1
HOU,Rk,1988,1
HOU,Rk,1977,1
HOU,Rk,1978,1
HOU,Rk,1979,1
HOU,Rk,1982,1
HOU,Rk,1983,1
HOU,Rk,1984,1
HOU,Rk,1985,1
HOU,Rk,1986,1
HOU,Rk,1987,1
HOU,Rk,1989,1
KCR,A,2016,1
HOU,Rk,1990,1
HOU,Rk,1991,1
HOU,Rk,1992,1
HOU,Rk,1993,1
HOU,Rk,1994,1
HOU,Rk,1995,1
HOU,Rk,1996,1
HOU,Rk,1997,1
HOU,Rk,1998,1
HOU,Rk,1976,1
HOU,Rk,1975,1
HOU,Rk,1974,1
HOU,Rk,1973,1
HOU,MLB,2016,1
HOU,MLB,2017,1
HOU,MLB,2018,1
HOU,MLB,2019,1
HOU,MLB,2020,1
HOU,MLB,2021,1
ANA,MLB,1999,1
HOU,Other,1963,1
HOU,Other,1966,1
HOU,Other,1967,1
HOU,Other,1969,1
HOU,Other,1970,1
HOU,Rk,1964,1
HOU,Rk,1965,1
HOU,Rk,1967,1
HOU,Rk,1968,1
HOU,Rk,1969,1
HOU,Rk,1970,1
HOU,Rk,1971,1
HOU,Rk,1999,1
HOU,Rk,2000,1
HOU,Rk,2001,1
KCR,A,1995,1
KCR,A,1997,1
KCR,A,1998,1
KCR,A,1999,1
KCR,A,2000,1
KCR,A,2001,1
KCR,A,2002,1
KCR,A,2003,1
KCR,A,2004,1
KCR,A,2005,1
KCR,A,2006,1
KCR,A,2007,1
KCR,A,2008,1
KCR,A,2009,1
KCR,A,2010,1
KCR,A,2011,1
KCR,A,2012,1
KCR,A,2013,1
KCR,A,2014,1
KCR,A,2015,1
KCR,A,1996,1
KCR,A,1994,1
HOU,Rk,2002,1
KCR,A,1993,1
HOU,Rk,2003,1
HOU,Rk,2004,1
HOU,Rk,2005,1
HOU,Rk,2006,1
HOU,Rk,2007,1
HOU,Rk,2008,1
HOU,Rk,2018,1
HOU,Rk,2019,1
HOU,Rk,2021,1
KCR,A,1975,1
KCR,A,1976,1
KCR,A,1977,1
KCR,A,1978,1
KCR,A,1979,1
KCR,A,1985,1
KCR,A,1986,1
KCR,A,1990,1
KCR,A,1991,1
KCR,A,1992,1
LAD,AAA,1992,1
LAD,AAA,1993,1
LAD,AAA,1994,1
MIL,MLB,2020,1
MIL,MLB,2011,1
MIL,MLB,2012,1
MIL,MLB,2013,1
MIL,MLB,2014,1
MIL,MLB,2015,1
MIL,MLB,2016,1
MIL,MLB,2017,1
MIL,MLB,2018,1
MIL,MLB,2019,1
MIL,MLB,2021,1
MIL,Rk,1982,1
MIL,Other,1969,1
MIL,Other,1970,1
MIL,Other,1971,1
MIL,Other,1975,1
MIL,Other,1976,1
MIL,Other,1977,1
MIL,Rk,1969,1
MIL,Rk,1979,1
MIL,Rk,1980,1
MIL,MLB,2010,1
MIL,MLB,2009,1
MIL,MLB,2008,1
MIL,MLB,2007,1
MIL,MLB,1988,1
MIL,MLB,1989,1
MIL,MLB,1990,1
MIL,MLB,1991,1
MIL,MLB,1992,1
MIL,MLB,1993,1
MIL,MLB,1994,1
MIL,MLB,1995,1
MIL,MLB,1996,1
MIL,MLB,1997,1
MIL,MLB,1998,1
MIL,MLB,1999,1
MIL,MLB,2000,1
