affiliation,level,season,number
TBD,A-,1999,1
TBD,A-,2000,1
TBD,A-,2001,1
TBD,A-,2003,1
TBD,AAA,2015,1
TBD,A-,2004,1
TBD,A-,2005,1
TBD,A-,2006,1
TBD,A-,2007,1
TBD,A-,2008,1
TBD,A-,2009,1
TBD,A-,2010,1
TBD,A-,2011,1
TBD,A-,2012,1
TBD,A+,2015,1
TBD,A+,2014,1
TBD,A+,2013,1
TBD,A+,2012,1
TBD,A,2016,1
TBD,A,2017,1
TBD,A,2018,1
TBD,A,2019,1
TBD,A,2021,1
TBD,A+,1998,1
TBD,A+,1999,1
TBD,A+,2000,1
TBD,A+,2001,1
TBD,A+,2002,1
TBD,A+,2003,1
TBD,A+,2004,1
TBD,A+,2005,1
TBD,A+,2006,1
TBD,A+,2007,1
TBD,A+,2008,1
TBD,A+,2009,1
TBD,A+,2010,1
TBD,A+,2011,1
TBD,A-,2013,1
TBD,A-,2014,1
TBD,A-,2015,1
TBD,AA,2017,1
TBD,AA,2019,1
TBD,AA,2021,1
TBD,AAA,1998,1
TBD,AAA,1999,1
TBD,AAA,2000,1
TBD,AAA,2001,1
TBD,AAA,2002,1
TBD,AAA,2003,1
TBD,AAA,2004,1
TBD,AAA,2005,1
TBD,AAA,2006,1
TBD,AAA,2007,1
TBD,AAA,2008,1
TBD,AAA,2009,1
TBD,AAA,2010,1
TBD,AAA,2011,1
TBD,AAA,2012,1
TBD,AAA,2013,1
TBD,AAA,2014,1
TBD,AA,2018,1
TBD,AA,2016,1
TBD,A-,2016,1
TBD,AA,2015,1
TBD,A-,2017,1
TBD,A-,2018,1
TBD,A-,2019,1
TBD,AA,1999,1
TBD,AA,2000,1
TBD,AA,2001,1
TBD,AA,2002,1
TBD,AA,2003,1
TBD,AA,2004,1
TBD,AA,2005,1
TBD,AA,2006,1
TBD,AA,2007,1
TBD,AA,2008,1
TBD,AA,2009,1
TBD,AA,2010,1
TBD,AA,2011,1
TBD,AA,2012,1
TBD,AA,2013,1
TBD,AA,2014,1
TEX,A+,1997,1
TEX,A+,1998,1
TEX,A+,1999,1
TEX,AAA,1982,1
TEX,AAA,1973,1
TEX,AAA,1974,1
TEX,AAA,1975,1
TEX,AAA,1976,1
TEX,AAA,1977,1
TEX,AAA,1978,1
TEX,AAA,1979,1
TEX,AAA,1980,1
TEX,AAA,1981,1
TEX,AAA,1983,1
TEX,A+,2000,1
TEX,AAA,1984,1
TEX,AAA,1985,1
TEX,AAA,1986,1
TEX,AAA,1987,1
TEX,AAA,1988,1
TEX,AAA,1989,1
TEX,AAA,1990,1
TEX,AAA,1991,1
TEX,AAA,1992,1
TEX,AAA,1972,1
TEX,AAA,1971,1
TEX,AAA,1970,1
TEX,AAA,1969,1
TEX,AA,2008,1
TEX,AA,2009,1
TEX,AA,2010,1
TEX,AA,2011,1
TEX,AA,2012,1
TEX,AA,2013,1
TEX,AA,2014,1
TEX,AA,2015,1
TEX,AA,2016,1
TEX,AA,2017,1
TEX,AA,2018,1
TEX,AA,2019,1
TEX,AA,2021,1
TEX,AAA,1962,1
TEX,AAA,1964,1
TEX,AAA,1965,1
TEX,AAA,1966,1
TEX,AAA,1967,1
TEX,AAA,1968,1
TEX,AAA,1993,1
TEX,AAA,1994,1
TEX,AAA,1995,1
TEX,AAA,2018,1
TEX,AAA,2021,1
TEX,FRk,1992,1
TEX,FRk,1993,1
TEX,FRk,1994,1
TEX,FRk,1995,1
TEX,FRk,1996,1
TEX,FRk,1998,1
TEX,FRk,1999,1
TEX,FRk,2000,1
TEX,FRk,2001,1
TEX,FRk,2002,1
TEX,FRk,2003,1
TEX,FRk,2004,1
TEX,FRk,2005,1
TEX,FRk,2006,1
TEX,FRk,2007,1
TEX,FRk,2010,1
TEX,FRk,2011,1
TEX,FRk,2012,1
TEX,AAA,2019,1
TEX,AAA,2017,1
TEX,AAA,1996,1
TEX,AAA,2016,1
TEX,AAA,1997,1
TEX,AAA,1998,1
TEX,AAA,1999,1
TEX,AAA,2000,1
TEX,AAA,2001,1
TEX,AAA,2002,1
TEX,AAA,2003,1
TEX,AAA,2004,1
TEX,AAA,2005,1
TEX,AAA,2006,1
TEX,AAA,2007,1
TEX,AAA,2008,1
TEX,AAA,2009,1
TEX,AAA,2010,1
TEX,AAA,2011,1
TEX,AAA,2012,1
TEX,AAA,2013,1
TEX,AAA,2014,1
TEX,AAA,2015,1
TEX,AA,2007,1
TEX,AA,2006,1
TEX,AA,2005,1
TEX,A-,1968,1
TEX,A-,1971,1
TEX,A-,1972,1
TEX,A-,1983,1
TEX,A-,1984,1
TEX,A-,1993,1
TEX,A-,1994,1
TEX,A-,1995,1
TEX,A-,2003,1
TEX,A-,2004,1
TEX,A-,2005,1
TEX,A-,2006,1
TEX,A-,2007,1
TEX,A-,2008,1
TEX,A-,2009,1
TEX,A-,2010,1
TEX,A-,2011,1
TEX,A-,2012,1
TEX,A-,2013,1
TEX,A-,2014,1
TEX,A-,1970,1
TEX,A-,1967,1
TEX,A-,2016,1
TEX,A+,2021,1
TEX,A+,2001,1
TEX,A+,2002,1
TEX,A+,2003,1
TEX,A+,2004,1
TEX,A+,2005,1
TEX,A+,2006,1
TEX,A+,2007,1
TEX,A+,2008,1
TEX,A+,2009,1
TEX,A+,2010,1
TEX,A+,2011,1
TEX,A+,2012,1
TEX,A+,2013,1
TEX,A+,2014,1
TEX,A+,2015,1
TEX,A+,2016,1
TEX,A+,2017,1
TEX,A+,2018,1
TEX,A+,2019,1
TEX,A-,2015,1
TEX,A-,2017,1
TEX,AA,2004,1
TEX,AA,1983,1
TEX,AA,1985,1
TEX,AA,1986,1
TEX,AA,1987,1
TEX,AA,1988,1
TEX,AA,1989,1
TEX,AA,1990,1
TEX,AA,1991,1
TEX,AA,1992,1
TEX,AA,1993,1
TEX,AA,1994,1
TEX,AA,1995,1
TEX,AA,1996,1
TEX,AA,1997,1
TEX,AA,1998,1
TEX,AA,1999,1
TEX,AA,2000,1
TEX,AA,2001,1
TEX,AA,2002,1
TEX,AA,2003,1
TEX,AA,1984,1
TEX,AA,1982,1
TEX,A-,2018,1
TEX,AA,1981,1
TEX,A-,2019,1
TEX,AA,1963,1
TEX,AA,1964,1
TEX,AA,1965,1
TEX,AA,1966,1
TEX,AA,1967,1
TEX,AA,1968,1
TEX,AA,1969,1
TEX,AA,1970,1
TEX,AA,1971,1
TEX,AA,1972,1
TEX,AA,1973,1
TEX,AA,1974,1
TEX,AA,1975,1
TEX,AA,1976,1
TEX,AA,1977,1
TEX,AA,1978,1
TEX,AA,1979,1
TEX,AA,1980,1
TBD,A,2015,1
TBD,A,2013,1
PIT,FRk,2001,1
STL,AAA,2010,1
STL,AAA,2001,1
STL,AAA,2002,1
STL,AAA,2003,1
STL,AAA,2004,1
STL,AAA,2005,1
STL,AAA,2006,1
STL,AAA,2007,1
STL,AAA,2008,1
STL,AAA,2009,1
STL,AAA,2011,1
STL,AAA,1976,1
STL,AAA,2012,1
STL,AAA,2013,1
STL,AAA,2014,1
STL,AAA,2015,1
STL,AAA,2016,1
STL,AAA,2017,1
STL,AAA,2018,1
STL,AAA,2019,1
STL,AAA,2021,1
STL,AAA,2000,1
STL,AAA,1999,1
STL,AAA,1998,1
STL,AAA,1997,1
STL,AAA,1978,1
STL,AAA,1979,1
STL,AAA,1980,1
STL,AAA,1981,1
STL,AAA,1982,1
STL,AAA,1983,1
STL,AAA,1984,1
STL,AAA,1985,1
STL,AAA,1986,1
STL,AAA,1987,1
STL,AAA,1988,1
STL,AAA,1989,1
STL,AAA,1990,1
STL,AAA,1991,1
STL,AAA,1992,1
STL,AAA,1993,1
STL,AAA,1994,1
STL,AAA,1995,1
STL,AAA,1996,1
STL,FRk,1992,1
STL,FRk,1993,1
STL,FRk,1994,1
STL,MLB,1888,1
STL,MLB,1890,1
STL,MLB,1891,1
STL,MLB,1892,1
STL,MLB,1893,1
STL,MLB,1894,1
STL,MLB,1895,1
STL,MLB,1896,1
STL,MLB,1897,1
STL,MLB,1898,1
STL,MLB,1899,1
STL,MLB,1900,1
STL,MLB,1901,1
STL,MLB,1902,1
STL,MLB,1903,1
STL,MLB,1904,1
STL,MLB,1905,1
STL,MLB,1906,1
STL,MLB,1907,1
STL,MLB,1908,1
STL,MLB,1889,1
STL,MLB,1887,1
STL,FRk,1995,1
STL,MLB,1886,1
STL,FRk,1996,1
STL,FRk,1997,1
STL,FRk,1998,1
STL,FRk,1999,1
STL,FRk,2000,1
STL,FRk,2001,1
STL,FRk,2003,1
STL,FRk,2005,1
STL,FRk,2011,1
STL,FRk,2012,1
STL,FRk,2013,1
STL,FRk,2014,1
STL,FRk,2015,1
STL,FRk,2016,1
STL,FRk,2017,1
STL,MLB,1882,1
STL,MLB,1883,1
STL,MLB,1884,1
STL,MLB,1885,1
STL,AAA,1977,1
STL,AAA,1975,1
TBD,A,2012,1
STL,AA,1977,1
STL,AA,1968,1
STL,AA,1969,1
STL,AA,1970,1
STL,AA,1971,1
STL,AA,1972,1
STL,AA,1973,1
STL,AA,1974,1
STL,AA,1975,1
STL,AA,1976,1
STL,AA,1978,1
STL,AAA,1974,1
STL,AA,1979,1
STL,AA,1980,1
STL,AA,1981,1
STL,AA,1982,1
STL,AA,1983,1
STL,AA,1984,1
STL,AA,1985,1
STL,AA,1986,1
STL,AA,1987,1
STL,AA,1967,1
STL,AA,1966,1
STL,AA,1965,1
STL,AA,1964,1
ANA,A,1998,1
ANA,A,1997,1
STL,AA,1946,1
STL,AA,1947,1
STL,AA,1948,1
STL,AA,1949,1
STL,AA,1950,1
STL,AA,1951,1
STL,AA,1952,1
STL,AA,1953,1
STL,AA,1954,1
STL,AA,1955,1
STL,AA,1956,1
STL,AA,1957,1
STL,AA,1958,1
STL,AA,1959,1
STL,AA,1961,1
STL,AA,1962,1
STL,AA,1963,1
STL,AA,1988,1
STL,AA,1989,1
STL,AA,1990,1
STL,AA,2013,1
STL,AA,2015,1
STL,AA,2016,1
STL,AA,2017,1
STL,AA,2018,1
STL,AA,2019,1
STL,AA,2021,1
STL,AAA,1960,1
STL,AAA,1962,1
STL,AAA,1963,1
STL,AAA,1964,1
STL,AAA,1965,1
STL,AAA,1966,1
STL,AAA,1967,1
STL,AAA,1968,1
STL,AAA,1969,1
STL,AAA,1970,1
STL,AAA,1971,1
STL,AAA,1972,1
STL,AAA,1973,1
STL,AA,2014,1
STL,AA,2012,1
STL,AA,1991,1
STL,AA,2011,1
STL,AA,1992,1
STL,AA,1993,1
STL,AA,1994,1
STL,AA,1995,1
STL,AA,1996,1
STL,AA,1997,1
STL,AA,1998,1
STL,AA,1999,1
STL,AA,2000,1
STL,AA,2001,1
STL,AA,2002,1
STL,AA,2003,1
STL,AA,2004,1
STL,AA,2005,1
STL,AA,2006,1
STL,AA,2007,1
STL,AA,2008,1
STL,AA,2009,1
STL,AA,2010,1
STL,MLB,1909,1
STL,MLB,1910,1
STL,MLB,1911,1
ANA,A,1970,1
ANA,A,1994,1
ANA,A,1993,1
ANA,A,1992,1
ANA,A,1991,1
ANA,A,1990,1
ANA,A,1981,1
ANA,A,1980,1
ANA,A,1979,1
ANA,A,1971,1
STL,Other,1963,1
STL,MLB,1912,1
STL,Other,1964,1
STL,Other,1965,1
STL,Other,1966,1
STL,Other,1967,1
STL,Other,1969,1
STL,Other,1970,1
STL,Other,1972,1
STL,Other,1973,1
STL,Other,1977,1
ANA,A,1995,1
ANA,A,1996,1
STL,Other,1931,1
STL,Other,1930,1
STL,MLB,2005,1
STL,MLB,2006,1
STL,MLB,2007,1
STL,MLB,2008,1
STL,MLB,2009,1
STL,MLB,2010,1
STL,MLB,2011,1
STL,MLB,2012,1
STL,MLB,2013,1
STL,MLB,2014,1
STL,MLB,2015,1
STL,MLB,2016,1
STL,MLB,2017,1
STL,MLB,2018,1
STL,MLB,2019,1
STL,MLB,2020,1
STL,MLB,2021,1
STL,Other,1919,1
STL,Other,1920,1
STL,Rk,1964,1
STL,Rk,1965,1
STL,Rk,1966,1
STL,Rk,2001,1
STL,Rk,2003,1
STL,Rk,2004,1
STL,Rk,2005,1
STL,Rk,2006,1
STL,Rk,2021,1
TBD,A,1998,1
TBD,A,1999,1
TBD,A,2000,1
TBD,A,2001,1
TBD,A,2002,1
TBD,A,2003,1
TBD,A,2004,1
TBD,A,2005,1
TBD,A,2006,1
TBD,A,2007,1
TBD,A,2008,1
TBD,A,2009,1
TBD,A,2010,1
TBD,A,2011,1
STL,Rk,2002,1
STL,Rk,2000,1
STL,Rk,1967,1
STL,Rk,1999,1
STL,Rk,1968,1
STL,Rk,1969,1
STL,Rk,1970,1
STL,Rk,1971,1
STL,Rk,1974,1
STL,Rk,1979,1
STL,Rk,1980,1
STL,Rk,1981,1
STL,Rk,1982,1
STL,Rk,1983,1
STL,Rk,1984,1
STL,Rk,1985,1
STL,Rk,1986,1
STL,Rk,1987,1
STL,Rk,1988,1
STL,Rk,1995,1
STL,Rk,1996,1
STL,Rk,1997,1
STL,Rk,1998,1
STL,MLB,2004,1
STL,MLB,2003,1
STL,MLB,2002,1
STL,MLB,1934,1
STL,MLB,1936,1
STL,MLB,1937,1
STL,MLB,1938,1
STL,MLB,1939,1
STL,MLB,1940,1
STL,MLB,1941,1
STL,MLB,1942,1
STL,MLB,1943,1
STL,MLB,1944,1
STL,MLB,1945,1
STL,MLB,1946,1
STL,MLB,1947,1
STL,MLB,1948,1
STL,MLB,1949,1
STL,MLB,1950,1
STL,MLB,1951,1
STL,MLB,1952,1
STL,MLB,1953,1
STL,MLB,1954,1
STL,MLB,1935,1
STL,MLB,1933,1
STL,MLB,1956,1
STL,MLB,1932,1
STL,MLB,1913,1
STL,MLB,1914,1
STL,MLB,1915,1
STL,MLB,1916,1
STL,MLB,1917,1
STL,MLB,1918,1
STL,MLB,1919,1
STL,MLB,1920,1
STL,MLB,1921,1
STL,MLB,1922,1
STL,MLB,1923,1
STL,MLB,1924,1
STL,MLB,1925,1
STL,MLB,1926,1
STL,MLB,1927,1
STL,MLB,1928,1
STL,MLB,1929,1
STL,MLB,1930,1
STL,MLB,1931,1
STL,MLB,1955,1
STL,MLB,1957,1
STL,MLB,2001,1
STL,MLB,1980,1
STL,MLB,1982,1
STL,MLB,1983,1
STL,MLB,1984,1
STL,MLB,1985,1
STL,MLB,1986,1
STL,MLB,1987,1
STL,MLB,1988,1
STL,MLB,1989,1
STL,MLB,1990,1
STL,MLB,1991,1
STL,MLB,1992,1
STL,MLB,1993,1
STL,MLB,1994,1
STL,MLB,1995,1
STL,MLB,1996,1
STL,MLB,1997,1
STL,MLB,1998,1
STL,MLB,1999,1
STL,MLB,2000,1
STL,MLB,1981,1
STL,MLB,1979,1
STL,MLB,1958,1
STL,MLB,1978,1
STL,MLB,1959,1
STL,MLB,1960,1
STL,MLB,1961,1
STL,MLB,1962,1
STL,MLB,1963,1
STL,MLB,1964,1
STL,MLB,1965,1
STL,MLB,1966,1
STL,MLB,1967,1
STL,MLB,1968,1
STL,MLB,1969,1
STL,MLB,1970,1
STL,MLB,1971,1
STL,MLB,1972,1
STL,MLB,1973,1
STL,MLB,1974,1
STL,MLB,1975,1
STL,MLB,1976,1
STL,MLB,1977,1
TEX,FRk,2013,1
TEX,MLB,1961,1
TEX,MLB,1962,1
WSN,A-,2012,1
WSN,A-,2003,1
WSN,A-,2004,1
WSN,A-,2005,1
WSN,A-,2006,1
WSN,A-,2007,1
WSN,A-,2008,1
WSN,A-,2009,1
WSN,A-,2010,1
WSN,A-,2011,1
WSN,A-,2013,1
WSN,A-,1978,1
WSN,A-,2014,1
WSN,A-,2015,1
WSN,A-,2016,1
WSN,A-,2017,1
WSN,A-,2018,1
WSN,A-,2019,1
WSN,AA,1970,1
WSN,AA,1971,1
WSN,AA,1972,1
WSN,A-,2002,1
WSN,A-,2001,1
WSN,A-,2000,1
WSN,A-,1999,1
WSN,A-,1980,1
WSN,A-,1981,1
WSN,A-,1982,1
WSN,A-,1983,1
WSN,A-,1984,1
WSN,A-,1985,1
WSN,A-,1986,1
WSN,A-,1987,1
WSN,A-,1988,1
WSN,A-,1989,1
WSN,A-,1990,1
WSN,A-,1991,1
WSN,A-,1992,1
WSN,A-,1993,1
WSN,A-,1994,1
WSN,A-,1995,1
WSN,A-,1996,1
WSN,A-,1997,1
WSN,A-,1998,1
WSN,AA,1973,1
WSN,AA,1974,1
WSN,AA,1975,1
WSN,AA,1998,1
WSN,AA,2000,1
WSN,AA,2001,1
WSN,AA,2002,1
WSN,AA,2003,1
WSN,AA,2004,1
WSN,AA,2005,1
WSN,AA,2006,1
WSN,AA,2007,1
WSN,AA,2008,1
WSN,AA,2009,1
WSN,AA,2010,1
WSN,AA,2011,1
WSN,AA,2012,1
WSN,AA,2013,1
WSN,AA,2014,1
WSN,AA,2015,1
WSN,AA,2016,1
WSN,AA,2017,1
WSN,AA,2018,1
WSN,AA,1999,1
WSN,AA,1997,1
WSN,AA,1976,1
WSN,AA,1996,1
WSN,AA,1977,1
WSN,AA,1978,1
WSN,AA,1979,1
WSN,AA,1980,1
WSN,AA,1981,1
WSN,AA,1982,1
WSN,AA,1983,1
WSN,AA,1984,1
WSN,AA,1985,1
WSN,AA,1986,1
WSN,AA,1987,1
WSN,AA,1988,1
WSN,AA,1989,1
WSN,AA,1990,1
WSN,AA,1991,1
WSN,AA,1992,1
WSN,AA,1993,1
WSN,AA,1994,1
WSN,AA,1995,1
WSN,A-,1979,1
WSN,A-,1977,1
TEX,MLB,1963,1
WSN,A,1997,1
WSN,A,1979,1
WSN,A,1980,1
WSN,A,1981,1
WSN,A,1985,1
WSN,A,1990,1
WSN,A,1993,1
WSN,A,1994,1
WSN,A,1995,1
WSN,A,1996,1
WSN,A,1998,1
WSN,A-,1973,1
WSN,A,1999,1
WSN,A,2000,1
WSN,A,2001,1
WSN,A,2002,1
WSN,A,2003,1
WSN,A,2004,1
WSN,A,2005,1
WSN,A,2006,1
WSN,A,2007,1
WSN,A,1978,1
WSN,A,1977,1
WSN,A,1976,1
WSN,A,1975,1
TOR,Rk,1998,1
TOR,Rk,1999,1
TOR,Rk,2000,1
TOR,Rk,2001,1
TOR,Rk,2002,1
TOR,Rk,2003,1
TOR,Rk,2004,1
TOR,Rk,2005,1
TOR,Rk,2006,1
TOR,Rk,2007,1
TOR,Rk,2008,1
TOR,Rk,2009,1
TOR,Rk,2010,1
TOR,Rk,2021,1
WSN,A,1969,1
WSN,A,1970,1
WSN,A,1971,1
WSN,A,1972,1
WSN,A,1973,1
WSN,A,2008,1
WSN,A,2009,1
WSN,A,2010,1
WSN,A+,2002,1
WSN,A+,2004,1
WSN,A+,2005,1
WSN,A+,2006,1
WSN,A+,2007,1
WSN,A+,2008,1
WSN,A+,2009,1
WSN,A+,2010,1
WSN,A+,2011,1
WSN,A+,2012,1
WSN,A+,2013,1
WSN,A+,2014,1
WSN,A+,2015,1
WSN,A+,2016,1
WSN,A+,2017,1
WSN,A+,2018,1
WSN,A+,2019,1
WSN,A+,2021,1
WSN,A-,1970,1
WSN,A-,1972,1
WSN,A+,2003,1
WSN,A+,2001,1
WSN,A,2011,1
WSN,A+,2000,1
WSN,A,2012,1
WSN,A,2013,1
WSN,A,2014,1
WSN,A,2015,1
WSN,A,2016,1
WSN,A,2017,1
WSN,A,2018,1
WSN,A,2019,1
WSN,A,2021,1
WSN,A+,1990,1
WSN,A+,1991,1
WSN,A+,1992,1
WSN,A+,1993,1
WSN,A+,1994,1
WSN,A+,1995,1
WSN,A+,1996,1
WSN,A+,1997,1
WSN,A+,1998,1
WSN,A+,1999,1
WSN,AA,2019,1
WSN,AA,2021,1
WSN,AAA,1969,1
WSN,MLB,2018,1
WSN,MLB,2009,1
WSN,MLB,2010,1
WSN,MLB,2011,1
WSN,MLB,2012,1
WSN,MLB,2013,1
WSN,MLB,2014,1
WSN,MLB,2015,1
WSN,MLB,2016,1
WSN,MLB,2017,1
WSN,MLB,2019,1
WSN,AAA,1970,1
WSN,MLB,2020,1
WSN,MLB,2021,1
WSN,Other,1969,1
WSN,Other,1970,1
WSN,Other,1972,1
WSN,Other,1973,1
WSN,Other,1976,1
WSN,Other,1977,1
WSN,Rk,1969,1
WSN,MLB,2008,1
WSN,MLB,2007,1
WSN,MLB,2006,1
WSN,MLB,2005,1
WSN,MLB,1986,1
WSN,MLB,1987,1
WSN,MLB,1988,1
WSN,MLB,1989,1
WSN,MLB,1990,1
WSN,MLB,1991,1
WSN,MLB,1992,1
WSN,MLB,1993,1
WSN,MLB,1994,1
WSN,MLB,1995,1
WSN,MLB,1996,1
WSN,MLB,1997,1
WSN,MLB,1998,1
WSN,MLB,1999,1
WSN,MLB,2000,1
WSN,MLB,2001,1
WSN,MLB,2002,1
WSN,MLB,2003,1
WSN,MLB,2004,1
WSN,Rk,1970,1
WSN,Rk,1972,1
WSN,Rk,1974,1
WSN,Rk,1999,1
WSN,Rk,2001,1
WSN,Rk,2002,1
WSN,Rk,2003,1
WSN,Rk,2004,1
WSN,Rk,2005,1
WSN,Rk,2006,1
WSN,Rk,2007,1
WSN,Rk,2008,1
WSN,Rk,2009,1
WSN,Rk,2010,1
WSN,Rk,2011,1
WSN,Rk,2012,1
WSN,Rk,2013,1
WSN,Rk,2014,1
WSN,Rk,2015,1
WSN,Rk,2016,1
WSN,Rk,2017,1
WSN,Rk,2018,1
WSN,Rk,2019,1
WSN,Rk,2000,1
WSN,Rk,1998,1
WSN,Rk,1975,1
WSN,Rk,1997,1
WSN,Rk,1976,1
WSN,Rk,1977,1
WSN,Rk,1979,1
WSN,Rk,1980,1
WSN,Rk,1981,1
WSN,Rk,1982,1
WSN,Rk,1983,1
WSN,Rk,1984,1
WSN,Rk,1986,1
WSN,Rk,1987,1
WSN,Rk,1988,1
WSN,Rk,1989,1
WSN,Rk,1990,1
WSN,Rk,1991,1
WSN,Rk,1992,1
WSN,Rk,1993,1
WSN,Rk,1994,1
WSN,Rk,1995,1
WSN,Rk,1996,1
WSN,MLB,1985,1
WSN,MLB,1984,1
WSN,MLB,1983,1
WSN,AAA,1992,1
WSN,AAA,1994,1
WSN,AAA,1995,1
WSN,AAA,1996,1
WSN,AAA,1997,1
WSN,AAA,1998,1
WSN,AAA,1999,1
WSN,AAA,2000,1
WSN,AAA,2001,1
WSN,AAA,2002,1
WSN,AAA,2003,1
WSN,AAA,2004,1
WSN,AAA,2005,1
WSN,AAA,2006,1
WSN,AAA,2007,1
WSN,AAA,2008,1
WSN,AAA,2009,1
WSN,AAA,2010,1
WSN,AAA,2011,1
WSN,AAA,2012,1
WSN,AAA,1993,1
WSN,AAA,1991,1
WSN,AAA,2014,1
WSN,AAA,1990,1
WSN,AAA,1971,1
WSN,AAA,1972,1
WSN,AAA,1973,1
WSN,AAA,1974,1
WSN,AAA,1975,1
WSN,AAA,1976,1
WSN,AAA,1977,1
WSN,AAA,1978,1
WSN,AAA,1979,1
WSN,AAA,1980,1
WSN,AAA,1981,1
WSN,AAA,1982,1
WSN,AAA,1983,1
WSN,AAA,1984,1
WSN,AAA,1985,1
WSN,AAA,1986,1
WSN,AAA,1987,1
WSN,AAA,1988,1
WSN,AAA,1989,1
WSN,AAA,2013,1
WSN,AAA,2015,1
WSN,MLB,1982,1
WSN,FRk,2013,1
WSN,FRk,2015,1
WSN,FRk,2016,1
WSN,FRk,2017,1
WSN,FRk,2018,1
WSN,FRk,2019,1
WSN,FRk,2021,1
WSN,MLB,1969,1
WSN,MLB,1970,1
WSN,MLB,1971,1
WSN,MLB,1972,1
WSN,MLB,1973,1
WSN,MLB,1974,1
WSN,MLB,1975,1
WSN,MLB,1976,1
WSN,MLB,1977,1
WSN,MLB,1978,1
WSN,MLB,1979,1
WSN,MLB,1980,1
WSN,MLB,1981,1
WSN,FRk,2014,1
WSN,FRk,2012,1
WSN,AAA,2016,1
WSN,FRk,2011,1
WSN,AAA,2017,1
WSN,AAA,2018,1
WSN,AAA,2019,1
WSN,AAA,2021,1
WSN,FRk,1992,1
WSN,FRk,1993,1
WSN,FRk,1994,1
WSN,FRk,1995,1
WSN,FRk,1996,1
WSN,FRk,1997,1
WSN,FRk,1998,1
WSN,FRk,1999,1
WSN,FRk,2000,1
WSN,FRk,2001,1
WSN,FRk,2002,1
WSN,FRk,2003,1
WSN,FRk,2004,1
WSN,FRk,2009,1
WSN,FRk,2010,1
TOR,Rk,1997,1
TOR,Rk,1996,1
TOR,Rk,1990,1
TOR,A,2005,1
TOR,A,1996,1
TOR,A,1997,1
TOR,A,1998,1
TOR,A,1999,1
TOR,A,2000,1
TOR,A,2001,1
TOR,A,2002,1
TOR,A,2003,1
TOR,A,2004,1
TOR,A,2006,1
TOR,A-,1993,1
TOR,A,2007,1
TOR,A,2008,1
TOR,A,2009,1
TOR,A,2010,1
TOR,A,2011,1
TOR,A,2012,1
TOR,A,2013,1
TOR,A,2014,1
TOR,A,2015,1
TOR,A,1995,1
TOR,A,1994,1
TOR,A,1993,1
TOR,A,1992,1
TEX,Rk,2006,1
TEX,Rk,2007,1
TEX,Rk,2008,1
TEX,Rk,2009,1
TEX,Rk,2010,1
TEX,Rk,2011,1
TEX,Rk,2012,1
TEX,Rk,2013,1
TEX,Rk,2014,1
TEX,Rk,2015,1
TEX,Rk,2016,1
TEX,Rk,2017,1
TEX,Rk,2018,1
TEX,Rk,2019,1
TEX,Rk,2021,1
TOR,A,1978,1
TOR,A,1980,1
TOR,A,1990,1
TOR,A,1991,1
TOR,A,2016,1
TOR,A,2017,1
TOR,A,2018,1
TOR,A+,2010,1
TOR,A+,2012,1
TOR,A+,2013,1
TOR,A+,2014,1
TOR,A+,2015,1
TOR,A+,2016,1
TOR,A+,2017,1
TOR,A+,2018,1
TOR,A+,2019,1
TOR,A+,2021,1
TOR,A-,1977,1
TOR,A-,1978,1
TOR,A-,1979,1
TOR,A-,1980,1
TOR,A-,1986,1
TOR,A-,1987,1
TOR,A-,1988,1
TOR,A-,1989,1
TOR,A-,1990,1
TOR,A-,1991,1
TOR,A+,2011,1
TOR,A+,2009,1
TOR,A,2019,1
TOR,A+,2008,1
TOR,A,2021,1
TOR,A+,1990,1
TOR,A+,1991,1
TOR,A+,1992,1
TOR,A+,1993,1
TOR,A+,1994,1
TOR,A+,1995,1
TOR,A+,1996,1
TOR,A+,1997,1
TOR,A+,1998,1
TOR,A+,1999,1
TOR,A+,2000,1
TOR,A+,2001,1
TOR,A+,2002,1
TOR,A+,2003,1
TOR,A+,2004,1
TOR,A+,2005,1
TOR,A+,2006,1
TOR,A+,2007,1
TEX,Rk,2005,1
TEX,Rk,2004,1
TEX,Rk,2003,1
TEX,MLB,1985,1
TEX,MLB,1987,1
TEX,MLB,1988,1
TEX,MLB,1989,1
TEX,MLB,1990,1
TEX,MLB,1991,1
TEX,MLB,1992,1
TEX,MLB,1993,1
TEX,MLB,1994,1
TEX,MLB,1995,1
TEX,MLB,1996,1
TEX,MLB,1997,1
TEX,MLB,1998,1
TEX,MLB,1999,1
TEX,MLB,2000,1
TEX,MLB,2001,1
TEX,MLB,2002,1
TEX,MLB,2003,1
TEX,MLB,2004,1
TEX,MLB,2005,1
TEX,MLB,1986,1
TEX,MLB,1984,1
TEX,MLB,2007,1
TEX,MLB,1983,1
TEX,MLB,1964,1
TEX,MLB,1965,1
TEX,MLB,1966,1
TEX,MLB,1967,1
TEX,MLB,1968,1
TEX,MLB,1969,1
TEX,MLB,1970,1
TEX,MLB,1971,1
TEX,MLB,1972,1
TEX,MLB,1973,1
TEX,MLB,1974,1
TEX,MLB,1975,1
TEX,MLB,1976,1
TEX,MLB,1977,1
TEX,MLB,1978,1
TEX,MLB,1979,1
TEX,MLB,1980,1
TEX,MLB,1981,1
TEX,MLB,1982,1
TEX,MLB,2006,1
TEX,MLB,2008,1
TEX,Rk,1996,1
